2,0,1,1,0,1995
1,1,2,0,0,1995
2,0,2,0,1,1995
3,0,1,1,0,1995
1,1,3,0,0,1995
4,0,1,1,0,1995
1,1,4,0,0,1995
5,0,1,1,0,1995
1,1,5,0,0,1995
3,0,3,0,1,1995
3,0,4,0,1,1995
3,0,5,0,1,1995
4,0,3,0,1,1995
4,0,4,0,1,1995
4,0,5,0,1,1995
5,0,3,0,1,1995
5,0,4,0,1,1995
5,0,5,0,1,1995
3,0,1,1,0,1995
1,1,3,0,0,1995
6,0,1,1,0,1995
1,1,6,0,0,1995
3,0,3,0,1,1995
3,0,6,0,1,1995
6,0,3,0,1,1995
6,0,6,0,1,1995
7,0,1,1,0,1995
1,1,7,0,0,1995
8,0,1,1,0,1995
1,1,8,0,0,1995
7,0,7,0,1,1995
7,0,8,0,1,1995
8,0,7,0,1,1995
8,0,8,0,1,1995
9,0,1,1,0,1995
1,1,9,0,0,1995
10,0,1,1,0,1995
1,1,10,0,0,1995
11,0,1,1,0,1995
1,1,11,0,0,1995
9,0,9,0,1,1995
9,0,10,0,1,1995
9,0,11,0,1,1995
10,0,9,0,1,1995
10,0,10,0,1,1995
10,0,11,0,1,1995
11,0,9,0,1,1995
11,0,10,0,1,1995
11,0,11,0,1,1995
12,0,1,1,0,1995
1,1,12,0,0,1995
13,0,1,1,0,1995
1,1,13,0,0,1995
12,0,12,0,1,1995
12,0,13,0,1,1995
13,0,12,0,1,1995
13,0,13,0,1,1995
4,0,1,1,0,1995
1,1,4,0,0,1995
14,0,1,1,0,1995
1,1,14,0,0,1995
4,0,4,0,1,1995
4,0,14,0,1,1995
14,0,4,0,1,1995
14,0,14,0,1,1995
15,0,1,1,0,1995
1,1,15,0,0,1995
15,0,15,0,1,1995
16,0,1,1,0,1995
1,1,16,0,0,1995
16,0,16,0,1,1995
17,0,1,1,0,1995
1,1,17,0,0,1995
18,0,1,1,0,1995
1,1,18,0,0,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
6,0,1,1,0,1995
1,1,6,0,0,1995
20,0,1,1,0,1995
1,1,20,0,0,1995
17,0,17,0,1,1995
17,0,18,0,1,1995
17,0,19,0,1,1995
17,0,6,0,1,1995
17,0,20,0,1,1995
18,0,17,0,1,1995
18,0,18,0,1,1995
18,0,19,0,1,1995
18,0,6,0,1,1995
18,0,20,0,1,1995
19,0,17,0,1,1995
19,0,18,0,1,1995
19,0,19,0,1,1995
19,0,6,0,1,1995
19,0,20,0,1,1995
6,0,17,0,1,1995
6,0,18,0,1,1995
6,0,19,0,1,1995
6,0,6,0,1,1995
6,0,20,0,1,1995
20,0,17,0,1,1995
20,0,18,0,1,1995
20,0,19,0,1,1995
20,0,6,0,1,1995
20,0,20,0,1,1995
21,0,1,1,0,1995
1,1,21,0,0,1995
22,0,1,1,0,1995
1,1,22,0,0,1995
21,0,21,0,1,1995
21,0,22,0,1,1995
22,0,21,0,1,1995
22,0,22,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
19,0,19,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
19,0,19,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
19,0,19,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
23,0,1,1,0,1995
1,1,23,0,0,1995
18,0,1,1,0,1995
1,1,18,0,0,1995
24,0,1,1,0,1995
1,1,24,0,0,1995
19,0,19,0,1,1995
19,0,23,0,1,1995
19,0,18,0,1,1995
19,0,24,0,1,1995
23,0,19,0,1,1995
23,0,23,0,1,1995
23,0,18,0,1,1995
23,0,24,0,1,1995
18,0,19,0,1,1995
18,0,23,0,1,1995
18,0,18,0,1,1995
18,0,24,0,1,1995
24,0,19,0,1,1995
24,0,23,0,1,1995
24,0,18,0,1,1995
24,0,24,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
25,0,1,1,0,1995
1,1,25,0,0,1995
19,0,19,0,1,1995
19,0,25,0,1,1995
25,0,19,0,1,1995
25,0,25,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
17,0,1,1,0,1995
1,1,17,0,0,1995
19,0,19,0,1,1995
19,0,17,0,1,1995
17,0,19,0,1,1995
17,0,17,0,1,1995
26,0,1,1,0,1995
1,1,26,0,0,1995
26,0,26,0,1,1995
27,0,1,1,0,1995
1,1,27,0,0,1995
28,0,1,1,0,1995
1,1,28,0,0,1995
27,0,27,0,1,1995
27,0,28,0,1,1995
28,0,27,0,1,1995
28,0,28,0,1,1995
29,0,1,1,0,1995
1,1,29,0,0,1995
29,0,29,0,1,1995
30,0,1,1,0,1995
1,1,30,0,0,1995
31,0,1,1,0,1995
1,1,31,0,0,1995
30,0,30,0,1,1995
30,0,31,0,1,1995
31,0,30,0,1,1995
31,0,31,0,1,1995
32,0,1,1,0,1995
1,1,32,0,0,1995
32,0,32,0,1,1995
33,0,1,1,0,1995
1,1,33,0,0,1995
33,0,33,0,1,1995
34,0,1,1,0,1995
1,1,34,0,0,1995
2,0,1,1,0,1995
1,1,2,0,0,1995
34,0,34,0,1,1995
34,0,2,0,1,1995
2,0,34,0,1,1995
2,0,2,0,1,1995
35,0,1,1,0,1995
1,1,35,0,0,1995
36,0,1,1,0,1995
1,1,36,0,0,1995
35,0,35,0,1,1995
35,0,36,0,1,1995
36,0,35,0,1,1995
36,0,36,0,1,1995
37,0,1,1,0,1995
1,1,37,0,0,1995
37,0,37,0,1,1995
37,0,1,1,0,1995
1,1,37,0,0,1995
38,0,1,1,0,1995
1,1,38,0,0,1995
37,0,37,0,1,1995
37,0,38,0,1,1995
38,0,37,0,1,1995
38,0,38,0,1,1995
39,0,1,1,0,1995
1,1,39,0,0,1995
40,0,1,1,0,1995
1,1,40,0,0,1995
41,0,1,1,0,1995
1,1,41,0,0,1995
42,0,1,1,0,1995
1,1,42,0,0,1995
43,0,1,1,0,1995
1,1,43,0,0,1995
39,0,39,0,1,1995
39,0,40,0,1,1995
39,0,41,0,1,1995
39,0,42,0,1,1995
39,0,43,0,1,1995
40,0,39,0,1,1995
40,0,40,0,1,1995
40,0,41,0,1,1995
40,0,42,0,1,1995
40,0,43,0,1,1995
41,0,39,0,1,1995
41,0,40,0,1,1995
41,0,41,0,1,1995
41,0,42,0,1,1995
41,0,43,0,1,1995
42,0,39,0,1,1995
42,0,40,0,1,1995
42,0,41,0,1,1995
42,0,42,0,1,1995
42,0,43,0,1,1995
43,0,39,0,1,1995
43,0,40,0,1,1995
43,0,41,0,1,1995
43,0,42,0,1,1995
43,0,43,0,1,1995
44,0,1,1,0,1995
1,1,44,0,0,1995
44,0,44,0,1,1995
45,0,1,1,0,1995
1,1,45,0,0,1995
43,0,1,1,0,1995
1,1,43,0,0,1995
45,0,45,0,1,1995
45,0,43,0,1,1995
43,0,45,0,1,1995
43,0,43,0,1,1995
46,0,1,1,0,1995
1,1,46,0,0,1995
46,0,46,0,1,1995
47,0,1,1,0,1995
1,1,47,0,0,1995
47,0,47,0,1,1995
19,0,1,1,0,1995
1,1,19,0,0,1995
19,0,19,0,1,1995
49,0,48,1,0,1979
48,1,49,0,0,1979
50,0,48,1,0,1979
48,1,50,0,0,1979
49,0,49,0,1,1979
49,0,50,0,1,1979
50,0,49,0,1,1979
50,0,50,0,1,1979
52,0,51,1,0,1989
51,1,52,0,0,1989
53,0,51,1,0,1989
51,1,53,0,0,1989
52,0,52,0,1,1989
52,0,53,0,1,1989
53,0,52,0,1,1989
53,0,53,0,1,1989
54,0,51,1,0,1989
51,1,54,0,0,1989
55,0,51,1,0,1989
51,1,55,0,0,1989
56,0,51,1,0,1989
51,1,56,0,0,1989
57,0,51,1,0,1989
51,1,57,0,0,1989
58,0,51,1,0,1989
51,1,58,0,0,1989
59,0,51,1,0,1989
51,1,59,0,0,1989
60,0,51,1,0,1989
51,1,60,0,0,1989
61,0,51,1,0,1989
51,1,61,0,0,1989
54,0,54,0,1,1989
54,0,55,0,1,1989
54,0,56,0,1,1989
54,0,57,0,1,1989
54,0,58,0,1,1989
54,0,59,0,1,1989
54,0,60,0,1,1989
54,0,61,0,1,1989
55,0,54,0,1,1989
